start_lat,start_lng,end_lat,end_lng,distance_km,weekday,hour,actual_time_min
43.074908023769474,131.85234113674719,43.11439917565672,131.92965139081556,9.63619792408446,5,17,25.722701207014936
43.190142861281984,131.8493957598144,43.16108646586,131.83447727242105,3.6255315099439356,1,7,9.409453986409357
43.14639878836228,131.98125091610422,43.152032185958035,131.97447891267097,0.9777783217732194,1,15,2.6313500814201696
43.11973169683941,131.84990923996992,43.03077998093875,131.92262324781385,12.75280091662059,2,9,29.181525458696626
43.031203728088485,131.85438994522573,43.029849893948295,131.8314407767114,2.5517864390482696,4,6,11.03803800926773
43.03119890406724,131.9518796524836,43.05363487354899,131.99246761149624,5.1477620498429255,0,9,14.671127811433085
43.01161672243364,131.8899479684901,43.07221494526821,131.90367309266708,6.896775465565472,1,18,22.146159417277797
43.17323522915499,131.95534211139105,43.0816911162817,131.81457969037433,18.638213499631373,0,17,53.43634945127431
43.120223002348645,131.81307323151287,43.135939443366674,131.925366580883,12.586050519571106,6,16,28.619641394165125
43.14161451555921,131.8975142387347,43.01133608643317,131.85063978140258,15.368463640300243,3,18,48.9052022308565
43.00411689885916,131.80672272003667,43.006934540845215,131.96073869037545,17.098633343034837,3,15,41.46299568304139
43.193981970432404,131.81253064069108,43.078382112588784,131.96356441471323,21.111758805067282,4,20,46.63274044240886
43.16648852816009,131.98128749066888,43.1394327384276,131.99578947117092,3.4073984364099994,1,10,11.155990590143277
43.042467822135656,131.82784907422354,43.038687068591294,131.90037390620492,8.061187559736888,6,14,18.09798524914323
43.036364993441424,131.90648413645505,43.128300896251254,131.89099137594556,10.348769876317665,2,6,25.62038885797402
43.03668090197069,131.88221912052015,43.05196562758806,131.9506951210893,7.787886480707679,1,17,17.206139153982818
43.060848448591905,131.8694686652518,43.1772172217627,131.8264941312684,13.769594489572285,0,10,36.30648750495025
43.10495128632645,131.97996666913747,43.17913798885333,131.90938310275862,11.366371097995946,5,7,19.28290979594009
43.08638900372843,131.8043646793551,43.059457440856264,131.90924952002618,12.01989006426101,3,14,29.165033048625563
43.05824582803961,131.93275793723512,43.04599875079265,131.8178946245621,12.82209594579157,0,11,27.212224887613026
43.12237057894448,131.9926788868427,43.082260794413244,131.8835968171014,12.900708601637367,4,7,28.697881247503805
43.027898772130406,131.91203363669237,43.04810631703603,131.97065695971344,6.8829298962012615,3,19,19.802575952115397
43.05842892970704,131.9873644924066,43.134476768658345,131.97123072439894,8.629186175597315,2,8,28.03525073358046
43.07327236865874,131.81045157585723,43.16521293690966,131.81984753298394,10.258557366016424,3,19,26.3107855620284
43.09121399684341,131.88375866381483,43.13461842618224,131.81814417654957,8.732536861948422,5,13,25.20785235827921
43.157035192278606,131.8520315581924,43.16487008944987,131.8525390954004,0.8714963924731293,6,6,10.224198272748284
43.03993475643167,131.94616419299615,43.079398432441494,131.9749532125108,5.422198743431415,1,17,10.997992383506102
43.10284688768272,131.99625941809944,43.031263394141774,131.82578051701472,20.52367255457126,5,8,44.201286808858214
43.11848291377241,131.85130601248886,43.14759018947952,131.94399936052548,10.784317104406053,6,18,35.33573832905162
43.009290082544,131.9308349202948,43.072094901028315,131.82023312392263,14.118049194459932,5,15,29.291778036761503
43.12150897038029,131.83961952655196,43.13425416504583,131.92462757074958,9.541357241655465,1,6,27.677542593244837
43.03410482473746,131.91306605091432,43.054128788396355,131.87121345982385,5.1499675861313285,3,16,15.2463354280594
43.013010318597054,131.89278649733768,43.01624592696133,131.95778279259318,7.223522804516927,4,16,19.26375362033081
43.18977710745067,131.9944010659263,43.19851635909755,131.84673808976507,16.419271074019186,1,13,38.04701698619727
43.193126406614915,131.9217054545393,43.031240301586124,131.92784036587798,17.982256304890786,1,6,41.99222810437594
43.161679469623294,131.86990127441737,43.1976841987927,131.84713650691518,4.728359183786132,6,18,13.481147487003987
43.060922753834674,131.8228191569776,43.195455986513295,131.94273205662245,20.00412614415619,2,10,44.22699368885476
43.01953442280128,131.830249365747,43.15876362078161,131.97473560691216,22.272321756496446,3,9,50.656438754933525
43.13684660530243,131.84506338599024,43.1318845924164,131.82536035982537,2.255324463098505,1,12,10.041306444487034
43.08803049874792,131.85019333226808,43.11556141005022,131.9733191377191,14.004450409447047,4,19,39.65835767030631
43.02440764696895,131.97012321156822,43.17322030907557,131.91871505088287,17.476070468825398,0,10,37.796079805204144
43.09903538202226,131.91224455765652,43.0578879043239,131.82542209817342,10.664815298883353,3,13,28.226528227116606
43.006877704223044,131.9046781822749,43.093536242496974,131.88550837107195,9.851638596976219,2,17,29.023359659208047
43.18186408041576,131.82295377437384,43.1238779938733,131.83217205869704,6.517281603778376,5,19,15.899375694046332
43.051755996320004,131.9720279386699,43.0822380951739,131.94006957777333,4.902249599331201,1,16,13.210384647761467
43.1325044568708,131.9445628606417,43.085497290818054,131.95177362688358,5.278827654821429,4,6,12.871141748717042
43.06234221521788,131.81353367238,43.06605693350042,131.82115930405456,0.9415351499330191,3,10,4.157936020953978
43.10401360423556,131.94156701944596,43.11284636333691,131.90122797053894,4.583717414642834,4,9,12.737994437931373
43.10934205586866,131.90870764346855,43.17011490560303,131.9629250112052,9.040104840380275,4,8,24.92062549083589
43.036970891105106,131.81634506914938,43.04030567560126,131.9872326083102,18.972128256832832,6,10,41.063879764985494
43.19391692555291,131.89166012830574,43.186886607750694,131.90270357334836,1.4531381626465358,5,15,8.58144998106689
43.15502656467223,131.89693925742603,43.13781753074965,131.9900558447223,10.510973070355323,2,20,26.205433844263393
43.18789978831284,131.83315490803267,43.16465464253601,131.9071377940912,8.607908104714884,3,8,19.878658996509696
43.17896547008553,131.98913962940006,43.111238138526005,131.87883809892,14.367284932001677,1,21,32.70012447200147
43.119579995762216,131.96999507429612,43.155903340284816,131.96964062571058,4.032083198724076,2,13,15.658714067344896
43.18437484700463,131.93380446746582,43.00324007946789,131.8985965420916,20.482252861568796,1,18,54.60682578858836
43.01769850041038,131.89245911220013,43.16367608495591,131.8943805021129,16.20491540587335,0,21,39.05631439594987
43.03919657248383,131.88235310831692,43.008027771817076,131.89806249788197,3.8743278440191955,4,8,16.56614531976173
43.00904545778211,131.9301946934302,43.177982675272574,131.96935700037395,19.249291432388247,0,6,44.80339402731072
43.06506606615265,131.9090863738814,43.19839254944773,131.9663883083376,16.10818554818627,6,14,31.454304495716574
43.0777354579379,131.81245462117639,43.058813492435355,131.88070399848806,7.861447783418769,4,20,21.5346887151845
43.05426980635478,131.90250052975406,43.04206371125716,131.86665997197412,4.202686830719609,5,14,11.551039366418495
43.16574750183039,131.96128072344658,43.15307267277161,131.89838560480783,7.121709517183456,2,11,24.6743268643794
43.07135066533872,131.8918479755194,43.05060526818405,131.91455450194744,3.413963475903352,1,15,13.025735174649231
43.05618690193748,131.81039131551086,43.173112476634444,131.8476674421256,13.622327575923508,6,6,30.452340259429377
43.10853921663165,131.95725563987682,43.020568518431496,131.9587910169431,9.766234640621665,5,13,26.2320050695669
43.02818484499495,131.8402727564272,43.025191039275875,131.8972965531465,6.338358798669852,1,7,17.949090306241025
43.160439396150814,131.85172416697762,43.195830311020124,131.866809109684,4.270359638930642,2,14,8.386847336701862
43.014910128735956,131.83294127068646,43.134767779654005,131.82136419859282,13.366117016303928,3,19,39.667863182887565
43.19737738732011,131.8660430129743,43.1693774448858,131.84776903208072,3.711344639443756,6,13,11.206069536686277
43.15444895385934,131.95135030113772,43.0648658754703,131.9898562343512,10.823402094295796,0,8,30.908659066913614
43.03974313630683,131.9038771719008,43.13529674990412,131.86101993736392,11.624427302838788,0,18,32.52533317438166
43.00110442342472,131.84097625483014,43.11884836546172,131.83377185787342,13.094019961544001,1,10,35.50592037459441
43.16309228569097,131.97556601563042,43.12063002402459,131.892134558331,10.391314507866733,1,14,27.057323465450914
43.14137146876953,131.97591637099032,43.13650649190755,131.86141754867205,12.720836484046599,1,18,38.45237766959963
43.1458014336082,131.9741156850092,43.11507183462582,131.80703185005424,18.857366633992346,6,6,41.2392747965362
43.15425406933719,131.8477592422763,43.085812473860535,131.8646290434559,7.82439164022117,2,14,21.707801822081827
43.01480893034682,131.8902478688362,43.05518453887611,131.9088217247879,4.933170052885106,3,21,9.68763575373401
43.071693145708856,131.99699793122818,43.15371626618264,131.910342474404,13.244379569960056,0,20,31.107648431294987
43.023173811905025,131.954402495262,43.04525448600064,131.8713117842354,9.543174520478084,5,9,19.632754415162996
43.17262068517512,131.80543348424513,43.138470861230886,131.88946055125052,10.067864274346485,4,9,21.706797126133672
43.12465962536551,131.8130409182521,43.046666564529865,131.99310358364696,21.78132299688738,6,20,45.89023319654088
43.06617960497053,131.89278627536248,43.12506603399089,131.87546969544607,6.813153834811612,6,9,20.607570477447158
43.01271167005721,131.9818440411723,43.149415653425805,131.851645362652,20.955105228765298,2,15,46.46813005326173
43.06219646434313,131.90774035959055,43.04374277778131,131.84869340881335,6.866838013863998,0,17,21.574692261335134
43.06503666440535,131.89956250160685,43.011988660172264,131.89155292254082,5.9550689062701245,3,14,16.386374639856975
43.145921235667615,131.82109473999134,43.02619474859883,131.9519040297434,19.683496387441004,2,19,55.482552826519374
43.12751149427105,131.93135602094486,43.121199393454205,131.8411976368377,10.032077106190796,5,11,25.076280085851074
43.177442548515266,131.96442063212004,43.16988928124515,131.94185922542815,2.6409345208177117,0,16,11.02838027788956
43.094442985032394,131.8760840015015,43.00899936424708,131.8042299646699,12.392102311520134,2,13,28.073445044555996
43.02391884918766,131.95512237018508,43.14683025180833,131.8837865955968,15.774504282886733,0,17,46.307038159926904
43.1426489574446,131.99289533078016,43.06826372919001,131.95517301304056,9.257782927529439,0,19,30.891846886479364
43.15215700972338,131.84075329182554,43.09570567398391,131.86774659115488,6.945612921975766,6,9,18.780558984744818
43.1122554395139,131.90466592623895,43.18577190996911,131.9127474202891,8.209485239954727,3,21,19.666085390868012
43.15419343599091,131.85742759161693,43.06639430094717,131.8409958465652,9.914910182347592,6,8,19.981891363544015
43.09875911927288,131.95857088380677,43.0930673867879,131.94839907822524,1.2938117692565083,4,19,5.499358954308495
